"DISTRITO","MUNICIPIO","MICROREGIAO","MESOREGIAO","UF","CATEGORIA","LOCALIDADE","LON","LAT","ALT","TIPO"
PORTO NOVO,SANTANA,SANTA MARIA DA VITÓRIA,EXTREMO OESTE BAIANO,BAHIA,LUGAREJO,CARAÍBAS,-44.0310697542618,-13.1675112146573,"508.964392",RURAL
PORTO NOVO,SANTANA,SANTA MARIA DA VITÓRIA,EXTREMO OESTE BAIANO,BAHIA,POVOADO,GAMELEIRA,-44.0516136556159,-13.0423701647299,"533.897318",RURAL
PORTO NOVO,SANTANA,SANTA MARIA DA VITÓRIA,EXTREMO OESTE BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA JACARANDÁ,-43.7784567501684,-13.2136135074338,"441.228232",RURAL
SANTANÓPOLIS,SANTANÓPOLIS,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,CIDADE,SANTANÓPOLIS,-38.8671618077053,-12.0284068880334,"239.882581",URBANO
BOA ESPERA,SANTANÓPOLIS,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,VILA,BOA ESPERA,-38.9010717598107,-11.9133650031927,"223.492372",URBANO
BOA ESPERA,SANTANÓPOLIS,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,POVOADO,ALTO ALEGRE,-38.8366399119499,-11.966586126201,"263.013382",RURAL
SANTA RITA DE CÁSSIA,SANTA RITA DE CÁSSIA,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,CIDADE,SANTA RITA DE CÁSSIA,-44.5190497202788,-11.0080450698517,"441.091563",URBANO
SANTA RITA DE CÁSSIA,SANTA RITA DE CÁSSIA,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,POVOADO,MONTE ALEGRE DOS CARDOSO,-44.9403368239103,-11.3377252318483,"560.561897",RURAL
SANTA RITA DE CÁSSIA,SANTA RITA DE CÁSSIA,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA SENHOR DO BONFIM,-44.6752839412405,-11.1595098207969,"528.658835",RURAL
SANTA RITA DE CÁSSIA,SANTA RITA DE CÁSSIA,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA ANTÔNIO CONSELHEIRO LL,-44.6642056132918,-10.9882308683593,"475.836058",RURAL
MALHADA GRANDE,SANTA RITA DE CÁSSIA,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,VILA,MALHADA GRANDE,-44.2527524067119,-10.7524800593203,"514.8506",URBANO
MALHADA GRANDE,SANTA RITA DE CÁSSIA,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,POVOADO,INTIQUIRA,-44.3488183379438,-10.7683047050953,"539.622112",RURAL
SANTA TERESINHA,SANTA TERESINHA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,CIDADE,SANTA TERESINHA,-39.5211400561744,-12.7728517712321,"222.507182",URBANO
SANTA TERESINHA,SANTA TERESINHA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,POVOADO,PEDRA BRANCA,-39.5026924855132,-12.8451323604195,"409.029825",RURAL
SANTA TERESINHA,SANTA TERESINHA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,POVOADO,CAMPO ALEGRE,-39.5975890924929,-12.8915968809948,"357.560575",RURAL
SANTA TERESINHA,SANTA TERESINHA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,POVOADO,SERRA GRANDE,-39.6161083413802,-12.7319405301544,"277.94174",RURAL
SANTA TERESINHA,SANTA TERESINHA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,POVOADO,RIO SECO,-39.5976849468331,-12.6650586786518,"221.32442",RURAL
SANTA TERESINHA,SANTA TERESINHA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,POVOADO,BOQUEIRÃO,-39.5726068650162,-12.6968358036215,"238.70928",RURAL
COARACI,COARACI,ILHÉUS-ITABUNA,SUL BAIANO,BAHIA,POVOADO,RUINHA DOS TRÊS BRAÇOS,-39.5531788719385,-14.5648982983955,"161.599759",RURAL
ITAMOTINGA,COARACI,ILHÉUS-ITABUNA,SUL BAIANO,BAHIA,VILA,ITAMOTINGA,-39.6190855829448,-14.5838470478161,"200.539666",URBANO
SÃO ROQUE,COARACI,ILHÉUS-ITABUNA,SUL BAIANO,BAHIA,VILA,SÃO ROQUE,-39.5667083520975,-14.718549988225,"218.15176",URBANO
COCOS,COCOS,SANTA MARIA DA VITÓRIA,EXTREMO OESTE BAIANO,BAHIA,CIDADE,COCOS,-44.5456688581222,-14.1710775452171,"629.153853",URBANO
VARZEDO,VARZEDO,SANTO ANTÔNIO DE JESUS,METROPOLITANA DE SALVADOR,BAHIA,CIDADE,VARZEDO,-39.3934758347381,-12.9753125649567,"230.067109",URBANO
TABOLEIRO DO CASTRO,VARZEDO,SANTO ANTÔNIO DE JESUS,METROPOLITANA DE SALVADOR,BAHIA,VILA,TABOLEIRO DO CASTRO,-39.3998980796357,-12.9315011708599,"236.407594",URBANO
VERA CRUZ,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,CIDADE,VERA CRUZ,-38.6191597463471,-12.9357333313259,"5.917533",URBANO
CACHA PREGOS,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,VILA,CACHA PREGOS,-38.7938335290756,-13.1183149121093,"3.429993",URBANO
CACHA PREGOS,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,BERLINQUE,-38.759484017915,-13.1089505973194,"3.783952",URBANO
CACHA PREGOS,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,CATU,-38.7654742787042,-13.1083804851395,"12.595061",URBANO
JIRIBATUBA,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,VILA,JIRIBATUBA,-38.7957298235695,-13.0542916766341,"0",URBANO
JIRIBATUBA,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,TAIRU,-38.7239196737459,-13.066806218057,"9.800492",URBANO
JIRIBATUBA,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,ARATUBA,-38.7411834655434,-13.0869100311542,"8.2712",URBANO
JIRIBATUBA,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,MATARANDIBA,-38.7682453432149,-13.0078387790766,"6.823884",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,VILA,MAR GRANDE,-38.6988862045922,-12.9932482557439,"8.771518",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,PENHA,-38.6229653803699,-12.9830248493323,"4.058456",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,BARRA DO GIL,-38.6277882860039,-12.9879860945268,"6.634508",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,COROA,-38.6372214797083,-13.001526990978,"6.553736",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,BARRA DO POTE,-38.5879702623315,-12.9692739489132,"0",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,CONCEIÇÃO,-38.6490022538417,-13.0197167126691,"5.254255",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,AUI,BARRA GRANDE,-38.6754124906726,-13.0380919317838,"7.40956",URBANO
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,POVOADO,CAMPINAS,-38.7197900434471,-13.0365525292724,"8.596776",RURAL
MAR GRANDE,VERA CRUZ,SALVADOR,METROPOLITANA DE SALVADOR,BAHIA,POVOADO,PONTA GROSSA,-38.7228134004431,-13.0087568098778,"4.26317",RURAL
VEREDA,VEREDA,PORTO SEGURO,SUL BAIANO,BAHIA,CIDADE,VEREDA,-40.0844849278142,-17.2239340593797,"142.121853",URBANO
VEREDA,VEREDA,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,SÃO JOSÉ DO PRADO,-39.9818497935343,-17.190763053542,"110.967179",RURAL
VEREDA,VEREDA,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,MASSARANDUBA,-39.8938802137491,-17.323038119224,"112.078418",RURAL
VEREDA,VEREDA,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,CENTENÁRIO,-40.1565728300477,-17.0719283665949,"517.220957",RURAL
VEREDA,VEREDA,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,CRUZEIRO DO SUL,-40.2384893076932,-16.9744176237159,"598.385422",RURAL
VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,CIDADE,VITÓRIA DA CONQUISTA,-40.8398095371781,-14.8480048115856,"929.23115",URBANO
VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,CAIÇARA,-40.8319364509041,-14.7736656178088,"910.18094",RURAL
VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,CAMPINAL II,-40.7747190228396,-15.0161064731053,"831.043538",RURAL
VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,BARROCAS,-40.8218319879863,-14.9844594489626,"860.10867",RURAL
BATE-PÉ,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,VILA,BATE-PÉ,-41.1299347066399,-14.8715250905924,"535.456948",URBANO
BATE-PÉ,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,SÃO JOAQUIM,-41.0407375934138,-14.8479593635114,"628.381765",RURAL
CABECEIRA DA JIBOIA,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,VILA,CABECEIRA DA JIBOIA,-40.798491348654,-15.0661488834942,"860.052102",URBANO
CERCADINHO,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,VILA,CERCADINHO,-41.0716476751542,-15.4436054036424,"791.468145",URBANO
CERCADINHO,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA LAGOA DO CALDEIRÃO,-41.0195970259671,-15.3287269522703,"800.412399",RURAL
CERCADINHO,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA MUTUM 1,-41.0314115121575,-15.3443723689628,"820.552854",RURAL
CERCADINHO,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA MUTUM 2,-41.0238568176848,-15.3885910334045,"819.327235",RURAL
CERCADINHO,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA CONQUISTA DO RIO PARDO,-40.972479860813,-15.3579347525094,"582.944321",RURAL
CERCADINHO,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,ÁGUA VERDE,-41.1561525016984,-15.3315823878924,"756.854087",RURAL
DANTILÂNDIA,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,VILA,DANTILÂNDIA,-40.9994109160263,-15.0979524468087,"830.108727",URBANO
DANTILÂNDIA,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,LAGOA JOSÉ LUIZ,-40.9586770628952,-15.0317759847376,"788.122605",RURAL
IGUÁ,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,VILA,IGUÁ,-40.9457410219634,-14.9467031928069,"820.612134",URBANO
IGUÁ,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,CAMPO FORMOSO,-41.1036859846451,-15.0136693481415,"828.260626",RURAL
INHOBIM,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,VILA,INHOBIM,-40.9561329671485,-15.2713720868429,"836.899885",URBANO
INHOBIM,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,AS ABELHAS,-41.0051805708609,-15.2396781576615,"904.890445",RURAL
INHOBIM,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,LAGOA DE MELQUÍADES,-41.0483996494491,-15.2728185468929,"802.204357",RURAL
JOSÉ GONÇALVES,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,VILA,JOSÉ GONÇALVES,-40.7313234586277,-14.7263971151185,"894.911186",URBANO
JOSÉ GONÇALVES,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,ITAPIREMA,-40.773401738888,-14.7470667272993,"910.563002",RURAL
TUCANO,TUCANO,EUCLIDES DA CUNHA,NORDESTE BAIANO,BAHIA,POVOADO,MANDACARU,-39.0797818028718,-10.9775704639999,"287.494876",RURAL
JOSÉ GONÇALVES,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,CABECEIRA,-40.8078998518558,-14.7284660109301,"917",RURAL
JOSÉ GONÇALVES,VITÓRIA DA CONQUISTA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,POVOADO,VEREDA,-40.8072163041716,-14.7681491984307,"908.324412",RURAL
CAJURI,CAJURI,VIÇOSA,ZONA DA MATA,MINAS GERAIS,CIDADE,CAJURI,-42.7939202734051,-20.7889426719043,"685.933971",URBANO
PARAGUAI,CAJURI,VIÇOSA,ZONA DA MATA,MINAS GERAIS,VILA,PARAGUAI,-42.7497354425427,-20.7620077900871,"722.684051",URBANO
CALDAS,CALDAS,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CALDAS,-46.3877891098818,-21.9233359583344,"1142.39515",URBANO
CALDAS,CALDAS,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,AUI,CHACARAS PORTAL DA SERRA,-46.3735186558325,-21.9343989448825,"1129.792147",URBANO
CALDAS,CALDAS,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,ALDEIA INDÍGENA,ALDEIA INDÍGENA XUCURU-KARIRI,-46.3352429653574,-21.941893509366,"1118.18519",RURAL
LARANJEIRAS DE CALDAS,CALDAS,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,VILA,LARANJEIRAS DE CALDAS,-46.4501775307868,-21.8297501386765,"1211.204395",URBANO
LARANJEIRAS DE CALDAS,CALDAS,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,AUI,CHACARAS SOL NASCENTE,-46.4457873694859,-21.8365977152911,"1206.215932",URBANO
SANTANA DE CALDAS,CALDAS,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,VILA,SANTANA DE CALDAS,-46.4046463194059,-21.8255561302596,"1024.123064",URBANO
SÃO PEDRO DE CALDAS,CALDAS,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,VILA,SÃO PEDRO DE CALDAS,-46.2598717449214,-21.8203400780228,"1093.943598",URBANO
CAMACHO,CAMACHO,FORMIGA,OESTE DE MINAS,MINAS GERAIS,CIDADE,CAMACHO,-45.1587926720343,-20.6269158527808,"938.262561",URBANO
CAMANDUCAIA,CAMANDUCAIA,POUSO ALEGRE,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CAMANDUCAIA,-46.146863289284,-22.7567463577539,"1029.193014",URBANO
CAMANDUCAIA,CAMANDUCAIA,POUSO ALEGRE,SUL/SUDOESTE DE MINAS,MINAS GERAIS,NÚCLEO,SÃO GERALDO,-46.0898142750726,-22.8276176175557,"1268.183474",RURAL
MONTE VERDE,CAMANDUCAIA,POUSO ALEGRE,SUL/SUDOESTE DE MINAS,MINAS GERAIS,VILA,MONTE VERDE,-46.0246656399895,-22.871470736882,"1595.383599",URBANO
SÃO MATEUS DE MINAS,CAMANDUCAIA,POUSO ALEGRE,SUL/SUDOESTE DE MINAS,MINAS GERAIS,VILA,SÃO MATEUS DE MINAS,-46.0357909118092,-22.7070617556581,"1334.612297",URBANO
CAMBUÍ,CAMBUÍ,POUSO ALEGRE,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CAMBUÍ,-46.0580193633379,-22.6110971633733,"883.10954",URBANO
CAMBUÍ,CAMBUÍ,POUSO ALEGRE,SUL/SUDOESTE DE MINAS,MINAS GERAIS,AUI,CONGONHAL,-46.0247474983503,-22.5208945556256,"873.710412",URBANO
CAMBUÍ,CAMBUÍ,POUSO ALEGRE,SUL/SUDOESTE DE MINAS,MINAS GERAIS,AUI,RIO DO PEIXE,-46.0476805283498,-22.5466365621654,"868.447769",URBANO
CAMBUQUIRA,CAMBUQUIRA,SÃO LOURENÇO,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CAMBUQUIRA,-45.2925205085194,-21.8554097676123,"918.82331",URBANO
CAMBUQUIRA,CAMBUQUIRA,SÃO LOURENÇO,SUL/SUDOESTE DE MINAS,MINAS GERAIS,POVOADO,CONGONHAL,-45.249985636524,-21.828062685508,"919.622696",RURAL
CAMPANÁRIO,CAMPANÁRIO,GOVERNADOR VALADARES,VALE DO RIO DOCE,MINAS GERAIS,CIDADE,CAMPANÁRIO,-41.7301317866171,-18.2411235319382,"252.3485",URBANO
CAMPANHA,CAMPANHA,VARGINHA,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CAMPANHA,-45.3984486738569,-21.8353567040277,"906.236229",URBANO
CAMPESTRE,CAMPESTRE,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CAMPESTRE,-46.2481585071337,-21.7114548340365,"1067.6966",URBANO
CAMPESTRE,CAMPESTRE,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,POVOADO,POSSES,-46.1385088807046,-21.7078525766722,"1054.446144",RURAL
CAMPESTRE,CAMPESTRE,POÇOS DE CALDAS,SUL/SUDOESTE DE MINAS,MINAS GERAIS,LUGAREJO,FAZENDA PEDRA GRANDE,-46.1719941762593,-21.6525281755831,"886.204436",RURAL
CAMPINA VERDE,CAMPINA VERDE,FRUTAL,TRIÂNGULO MINEIRO/ALTO PARANAÍ,MINAS GERAIS,CIDADE,CAMPINA VERDE,-49.4811690506139,-19.5354556028876,"532.061392",URBANO
HONORÓPOLIS,CAMPINA VERDE,FRUTAL,TRIÂNGULO MINEIRO/ALTO PARANAÍ,MINAS GERAIS,VILA,HONORÓPOLIS,-50.015067701609,-19.5631283290382,"516.105748",URBANO
CAMPO AZUL,CAMPO AZUL,MONTES CLAROS,NORTE DE MINAS,MINAS GERAIS,CIDADE,CAMPO AZUL,-44.8118582138383,-16.5040634892558,"600.612536",URBANO
CAMPO BELO,CAMPO BELO,CAMPO BELO,OESTE DE MINAS,MINAS GERAIS,CIDADE,CAMPO BELO,-45.2758613611232,-20.8953162458046,"841.019308",URBANO
CAMPO BELO,CAMPO BELO,CAMPO BELO,OESTE DE MINAS,MINAS GERAIS,POVOADO,DIAS,-45.3628422220436,-20.892360221208,"847.615104",RURAL
PORTO DOS MENDES,CAMPO BELO,CAMPO BELO,OESTE DE MINAS,MINAS GERAIS,VILA,PORTO DOS MENDES,-45.3188904998712,-21.0496862458903,"785.695907",URBANO
CAMPO DO MEIO,CAMPO DO MEIO,VARGINHA,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CAMPO DO MEIO,-45.8307571404523,-21.109325717622,"781.85253",URBANO
CAMPO FLORIDO,CAMPO FLORIDO,UBERABA,TRIÂNGULO MINEIRO/ALTO PARANAÍ,MINAS GERAIS,CIDADE,CAMPO FLORIDO,-48.5730034681848,-19.7654453932829,"623.86806",URBANO
CAMPOS ALTOS,CAMPOS ALTOS,ARAXÁ,TRIÂNGULO MINEIRO/ALTO PARANAÍ,MINAS GERAIS,CIDADE,CAMPOS ALTOS,-46.1737099168343,-19.6988958417622,"1031.145165",URBANO
SÃO JERÔNIMO DOS POÇÕES,CAMPOS ALTOS,ARAXÁ,TRIÂNGULO MINEIRO/ALTO PARANAÍ,MINAS GERAIS,VILA,SÃO JERÔNIMO DOS POÇÕES,-46.2013704276652,-19.5746645971405,"1021.853044",URBANO
CAMPOS GERAIS,CAMPOS GERAIS,VARGINHA,SUL/SUDOESTE DE MINAS,MINAS GERAIS,CIDADE,CAMPOS GERAIS,-45.7569073652198,-21.238697907437,"864.649533",URBANO
CÓRREGO DO OURO,CAMPOS GERAIS,VARGINHA,SUL/SUDOESTE DE MINAS,MINAS GERAIS,VILA,CÓRREGO DO OURO,-45.776510778242,-21.3703582109478,"818.968234",URBANO
CANAÃ,CANAÃ,VIÇOSA,ZONA DA MATA,MINAS GERAIS,CIDADE,CANAÃ,-42.6130114531103,-20.6873760386752,"749.766688",URBANO
CANÁPOLIS,CANÁPOLIS,UBERLÂNDIA,TRIÂNGULO MINEIRO/ALTO PARANAÍ,MINAS GERAIS,CIDADE,CANÁPOLIS,-49.2040544543899,-18.7216637220479,"663.137636",URBANO
CANA VERDE,CANA VERDE,CAMPO BELO,OESTE DE MINAS,MINAS GERAIS,CIDADE,CANA VERDE,-45.185925314678,-21.0234516663837,"816.21555",URBANO
CANA VERDE,CANA VERDE,CAMPO BELO,OESTE DE MINAS,MINAS GERAIS,POVOADO,SERRADINHO,-45.1808262815816,-21.0754567035165,"820.889074",RURAL
CANDEIAS,CANDEIAS,CAMPO BELO,OESTE DE MINAS,MINAS GERAIS,CIDADE,CANDEIAS,-45.2768566964552,-20.7703500411538,"945.971764",URBANO
CANDEIAS,CANDEIAS,CAMPO BELO,OESTE DE MINAS,MINAS GERAIS,POVOADO,VIEIRA BRAVOS,-45.1334894496048,-20.735060195778,"979.488408",RURAL
CANTAGALO,CANTAGALO,PEÇANHA,VALE DO RIO DOCE,MINAS GERAIS,CIDADE,CANTAGALO,-42.6257272921885,-18.5317179062502,"686.203611",URBANO
CAPARAÓ,CAPARAÓ,MANHUAÇU,ZONA DA MATA,MINAS GERAIS,CIDADE,CAPARAÓ,-41.9071902950208,-20.5255883673675,"834.818513",URBANO
PRESIDENTE DUTRA,PRESIDENTE DUTRA,PRESIDENTE DUTRA,CENTRO MARANHENSE,MARANHÃO,POVOADO,CREOLE DO JOVINIANO,-44.3964448304726,-5.22028719790249,"125.554786",RURAL
LAGOA DO BOI,BARRO ALTO,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,FORMOSA,-41.8306218835875,-11.86337323257,"781.097556",RURAL
LAGOA DO BOI,BARRO ALTO,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,RECIFE,-41.7170848131931,-11.8915885049445,"854.315437",RURAL
LAGOA DO BOI,BARRO ALTO,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,LAJEDINHO,-41.7009900866139,-11.9092081361873,"841.269962",RURAL
LAGOA FUNDA,BARRO ALTO,IRECÊ,CENTRO NORTE BAIANO,BAHIA,VILA,LAGOA FUNDA,-41.8241094241649,-11.7429015827977,"746.345743",URBANO
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,VILA,CUMURUXATIBA,-39.1938015045624,-17.1187807499126,"21.687903",URBANO
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,NOVA ESPERANÇA,-39.34317609,-16.9473118719999,"72.417227",RURAL
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA TRÊS IRMÃOS,-39.3031643964515,-16.925311872,"50.278719",RURAL
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,ALDEIA INDÍGENA ÁGUAS BELAS,-39.274265111739,-16.9265118719999,"45.613222",RURAL
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA CORUMBAÚ II,-39.2402142588963,-16.934911872,"36.894508",RURAL
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,CORUMBAÚ,-39.1231509973427,-16.9023943258463,"4.034873",RURAL
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,PROJETO DE ASSENTAME,AGROVILA DO PA RIACHO DAS OSTRAS,-39.2678019828571,-17.2076618719999,"15.695078",RURAL
CUMURUXATIBA,PRADO,PORTO SEGURO,SUL BAIANO,BAHIA,POVOADO,ALDEIA INDÍGENA CORUMBAUZINHO,-39.3115635899999,-16.8970618719999,"66.48757",RURAL
PRESIDENTE DUTRA,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,CIDADE,PRESIDENTE DUTRA,-41.990930902445,-11.296504066349,"651.266467",URBANO
PRESIDENTE DUTRA,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,RAMOS,-41.9717625265567,-11.2646137522356,"685.972254",RURAL
PRESIDENTE DUTRA,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,BAIXA VERDE,-41.9468807090904,-11.2718163056559,"654.087364",RURAL
CAMPO FORMOSO,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,VILA,CAMPO FORMOSO,-41.9957501738108,-11.3322120948,"700.930476",URBANO
CAMPO FORMOSO,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,MATINHA DE BRITO,-41.9848216622779,-11.3845956298948,"695.597812",RURAL
CAMPO FORMOSO,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,ALTO BONITO,-42.0116176327942,-11.3670850250854,"699.252932",RURAL
CAMPO FORMOSO,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,BARRO BRANCO,-42.021419283548,-11.3349611574557,"671.67156",RURAL
CAMPO FORMOSO,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,ÁGUAS CLARAS,-42.0337648561949,-11.3349075151999,"649",RURAL
CAMPO FORMOSO,PRESIDENTE DUTRA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,POVOADO,GAMELEIRA,-42.0391877122054,-11.3101837493067,"659.852258",RURAL
